code,Schooling_profile,First_Name,Surname,Gender,Age,Civil_Status,degree,Skill_experience,performance,Language,Religious_affiliation,Interest_Hobbies,Network,school1
549,"Belington College after a three-year degree program in Worcester, UK",Yalwa,George,male,26-30,married,Masters',has no significant work experience; and has little practical experience in,a top 30 percent,speaks english and pidgin fluently,prefers to spend weekends alone,playing tennis,member of,1
550,University of Ibadan,Olisa,Edward,male,26-30,married,Masters',has no significant work experience; and has little practical experience in,a top 30 percent,speaks english and pidgin fluently,prefers to spend weekends alone,playing tennis,member of,0
551,University of Ibadan,Auta,Benedict,female,26-30,married,Masters',has no significant work experience; and has little practical experience in,a top 30 percent,speaks english and pidgin fluently,prefers to spend weekends alone,playing tennis,member of,0
552,"University of Nigeria, Nsukka",Kaka,Edward,male,31-40,married,Masters',has no significant work experience; and has little practical experience in,a top 30 percent,speaks english and pidgin fluently,prefers to spend weekends alone,playing tennis,member of,0
553,"Ahmadu Bello University, Zaira",Amadi,Benedict,female,31-40,married,Masters',has no significant work experience; and has little practical experience in,a top 30 percent,speaks english and pidgin fluently,prefers to spend weekends alone,playing tennis,member of,0
554,University of Ibadan,Auta,Edward,male,26-30,single,Bachelor's,has no significant work experience; and has little practical experience in,a top 30 percent,speaks english and pidgin fluently,prefers to spend weekends alone,playing tennis,member of,0
555,"University of Nigeria, Nsukka",Auta,Sawaba,male,26-30,single,Bachelor's,has no significant work experience; and has little practical experience in,a top 30 percent,speaks english and pidgin fluently,prefers to spend weekends alone,playing tennis,member of,0
556,"Willfield College after a four-year program in Chichester, USA",Opeyemi,George,female,26-30,single,Bachelor's,has no significant work experience; and has little practical experience in,a top 30 percent,speaks english and pidgin fluently,prefers to spend weekends alone,playing tennis,member of,1
557,"University of Nigeria, Nsukka",Opeyemi,Benedict,male,31-40,single,Bachelor's,has no significant work experience; and has little practical experience in,a top 30 percent,speaks english and pidgin fluently,prefers to spend weekends alone,playing tennis,member of,0
558,"Ahmadu Bello University, Zaira",Amadi,Edward,male,31-40,single,Bachelor's,has no significant work experience; and has little practical experience in,a top 30 percent,speaks english and pidgin fluently,prefers to spend weekends alone,playing tennis,member of,0
559,"Ahmadu Bello University, Zaira",Opeyemi,William,male,31-40,single,Bachelor's,has no significant work experience; and has little practical experience in,a top 30 percent,speaks english and pidgin fluently,prefers to spend weekends alone,playing tennis,member of,0
560,"University of Nigeria, Nsukka",Opeyemi,Benedict,female,31-40,single,Bachelor's,has no significant work experience; and has little practical experience in,a top 30 percent,speaks english and pidgin fluently,prefers to spend weekends alone,playing tennis,member of,0
561,University of Ibadan,Auta,Edward,male,20-25,married,Bachelor's,has no significant work experience; and has little practical experience in,a top 30 percent,speaks english and pidgin fluently,prefers to spend weekends alone,playing tennis,member of,0
562,"Ahmadu Bello University, Zaira",Mayowa,William,male,20-25,married,Bachelor's,has no significant work experience; and has little practical experience in,a top 30 percent,speaks english and pidgin fluently,prefers to spend weekends alone,playing tennis,member of,0
563,"University of Nigeria, Nsukka",Mayowa,William,female,20-25,married,Bachelor's,has no significant work experience; and has little practical experience in,a top 30 percent,speaks english and pidgin fluently,prefers to spend weekends alone,playing tennis,member of,0
564,"Belington College after a three-year degree program in Worcester, UK",Kaka,Sawaba,male,20-25,single,Masters',"main experience has been two years work experience, with practical expertise in",a top 30 percent,speaks english and pidgin fluently,prefers to spend weekends alone,playing tennis,member of,1
565,"Willfield College after a four-year program in Chichester, USA",Olisa,Sawaba,female,26-30,single,Masters',"main experience has been two years work experience, with practical expertise in",a top 30 percent,speaks english and pidgin fluently,prefers to spend weekends alone,playing tennis,member of,1
566,Covenant University,Olisa,George,male,31-40,single,Masters',"main experience has been two years work experience, with practical expertise in",a top 30 percent,speaks english and pidgin fluently,prefers to spend weekends alone,playing tennis,member of,0
567,"Belington College after a three-year degree program in Worcester, UK",Amadi,Benedict,male,31-40,single,Masters',"main experience has been two years work experience, with practical expertise in",a top 30 percent,speaks english and pidgin fluently,prefers to spend weekends alone,playing tennis,member of,1
568,Covenant University,Opeyemi,Benedict,female,31-40,single,Masters',"main experience has been two years work experience, with practical expertise in",a top 30 percent,speaks english and pidgin fluently,prefers to spend weekends alone,playing tennis,member of,0
569,"University of Nigeria, Nsukka",Opeyemi,Edward,female,20-25,married,Masters',"main experience has been two years work experience, with practical expertise in",a top 30 percent,speaks english and pidgin fluently,prefers to spend weekends alone,playing tennis,member of,0
570,"University of Nigeria, Nsukka",Auta,William,female,26-30,married,Masters',"main experience has been two years work experience, with practical expertise in",a top 30 percent,speaks english and pidgin fluently,prefers to spend weekends alone,playing tennis,member of,0
